ID,Title,Author,Author_gender,Category,Year_published,Genres,Has_male_author,Has_female_author,Only_male_author,Only_female_author
197,Black Water ,Joyce Carol Oates,F,Fiction,1992,fiction; historical; literature,FALSE,TRUE,FALSE,TRUE
198,Blackout,Sarah Hepola,F,Nonfiction,2015,autobiography; non-fiction; biography,FALSE,TRUE,FALSE,TRUE
199,Blessing In Disguise,Danielle Steel,F,Fiction,2019,romance; fiction,FALSE,TRUE,FALSE,TRUE
200,Blitzed,Norman Ohler Translated Shaun Whiteside,M,Nonfiction,2015,,TRUE,FALSE,TRUE,FALSE
201,Blockade Billy,Stephen King,M,Fiction,2010,horror; fiction; sports; sports; short-stories,TRUE,FALSE,TRUE,FALSE
202,Blonde ,Joyce Carol Oates,F,Fiction,1999,fiction; historical,FALSE,TRUE,FALSE,TRUE
203,Blood Infernal,James Rollins and Rebecca Cantrell,MF,Fiction,2015,thriller; fiction; fantasy; horror; fantasy,TRUE,TRUE,FALSE,FALSE
204,Blood Noir,Laurell K Hamilton,F,Fiction,2008,fantasy; paranormal; fantasy; fantasy; romance,FALSE,TRUE,FALSE,TRUE
205,Blue Smoke And Murder,Elizabeth Lowell,F,Fiction,2008,romance; romance; mystery; suspense; fiction,FALSE,TRUE,FALSE,TRUE
206,Bone Box,Faye Kellerman,F,Fiction,2017,mystery; fiction; mystery; thriller,FALSE,TRUE,FALSE,TRUE
207,Born Of Vengeance,Sherrilyn Kenyon,F,Fiction,2017,romance; science-fiction; romance; fantasy; fantasy,FALSE,TRUE,FALSE,TRUE
208,Born To Run,Christopher McDougall,M,Nonfiction,2009,,TRUE,FALSE,TRUE,FALSE
209,Breathing Lessons ,Anne Tyler,F,Fiction,1988,fiction; contemporary,FALSE,TRUE,FALSE,TRUE
210,Brick Lane,Monica Ali,F,Fiction,2003,fiction; cultural,FALSE,TRUE,FALSE,TRUE
211,Briefing For A Descent Into Hell,Doris Lessing,F,Fiction,1971,fiction; science-fiction; fantasy; literature; nobel-prize,FALSE,TRUE,FALSE,TRUE
212,Bright Shiny Morning,James Frey,M,Fiction,2008,fiction; contemporary; novels,TRUE,FALSE,TRUE,FALSE
213,Broken,Karin Slaughter,F,Fiction,2010,mystery; thriller; mystery; fiction; suspense,FALSE,TRUE,FALSE,TRUE
214,Broken Vessels ,Andre Dubus,M,Nonfiction,1991,non-fiction; writing; autobiography,TRUE,FALSE,TRUE,FALSE
215,Bruno'S Dream,Iris Murdoch,F,Fiction,1968,fiction; european-literature; literary-fiction; literature; novels,FALSE,TRUE,FALSE,TRUE
216,Bullet,Laurell K Hamilton,F,Fiction,2010,fantasy; fantasy; paranormal; fantasy; romance,FALSE,TRUE,FALSE,TRUE
217,Burned,Karen Marie Moning,F,Fiction,2015,fantasy; fantasy; fantasy; romance; romance,FALSE,TRUE,FALSE,TRUE
218,By Schism Rent Asunder,David Weber,M,Fiction,2008,science-fiction; fantasy; fiction,TRUE,FALSE,TRUE,FALSE
219,C,Tom McCarthy,M,Fiction,2010,fiction; historical; novels; literature; historical,TRUE,FALSE,TRUE,FALSE
220,Careless In Red,Elizabeth George,F,Fiction,2008,mystery; fiction; mystery; thriller; mystery,FALSE,TRUE,FALSE,TRUE
221,Cari Mora,Thomas Harris,M,Fiction,2019,,TRUE,FALSE,TRUE,FALSE
222,Carrie And Me,Carol Burnett,F,Nonfiction,2013,non-fiction; biography; autobiography; family,FALSE,TRUE,FALSE,TRUE
223,Carry Me Down,M. J. Hyland,F,Fiction,2006,cultural; young-adult,FALSE,TRUE,FALSE,TRUE
224,Cathedral ,Raymond Carver,M,Fiction,1983,short-stories; fiction; classics; literature; literature,TRUE,FALSE,TRUE,FALSE
225,Celtic Empire,Clive Cussler and Dirk Cussler,MM,Fiction,2019,adventure; fiction; thriller; action; mystery,TRUE,FALSE,TRUE,FALSE
226,Chasing Harry Winston,Lauren Weisberger,F,Fiction,2008,womens-fiction; fiction; romance; contemporary; adult,FALSE,TRUE,FALSE,TRUE
227,Chelsea Chelsea Bang Bang,Chelsea Handler,F,Nonfiction,2010,humor; non-fiction; autobiography; humor; biography,FALSE,TRUE,FALSE,TRUE
228,Children Of Crisis Vols. 2 And 3  ,Robert Coles,M,Nonfiction,1967,,TRUE,FALSE,TRUE,FALSE
229,Circe,Madeline Miller,F,Fiction,2018,,FALSE,TRUE,FALSE,TRUE
230,Clean,David Sheff,M,Nonfiction,2013,non-fiction; psychology; health; science,TRUE,FALSE,TRUE,FALSE
231,Clear Light Of Day,Anita Desai,F,Fiction,1980,fiction; cultural; historical; asian-literature; cultural,FALSE,TRUE,FALSE,TRUE
232,Clinton Cash,Peter Schweizer,M,Nonfiction,2015,,TRUE,FALSE,TRUE,FALSE
233,Close Range: Wyoming Stories ,Annie Proulx,F,Fiction,1999,short-stories; fiction; westerns; lgbt,FALSE,TRUE,FALSE,TRUE
234,Cloud Atlas,David Mitchell,M,Fiction,2004,fiction; science-fiction; fantasy; historical,TRUE,FALSE,TRUE,FALSE
235,Cloudsplitter ,Russell Banks,M,Fiction,1998,fiction; historical,TRUE,FALSE,TRUE,FALSE
236,Cold Cold Heart,Tami Hoag,F,Fiction,2014,mystery; thriller; fiction; suspense; mystery,FALSE,TRUE,FALSE,TRUE
237,Cold Days,Jim Butcher,M,Fiction,2012,fantasy; fantasy; fiction; mystery; fantasy,TRUE,FALSE,TRUE,FALSE
238,Colonel Roosevelt,Edmund Morris,M,Nonfiction,2010,biography; history; non-fiction; politics; north-american-history,TRUE,FALSE,TRUE,FALSE
239,Commonwealth,Ann Patchett,F,Fiction,2016,fiction; literary-fiction; historical; audiobook; contemporary,FALSE,TRUE,FALSE,TRUE
240,Continental Drift ,Russell Banks,M,Fiction,1985,fiction; contemporary,TRUE,FALSE,TRUE,FALSE
241,Coolidge,Amity Shlaes,F,Nonfiction,2013,biography; history; politics; non-fiction; politics,FALSE,TRUE,FALSE,TRUE
242,Crash And Burn,Lisa Gardner,F,Fiction,2015,mystery; thriller; fiction; suspense; mystery,FALSE,TRUE,FALSE,TRUE
243,Crazy Is My Superpower,A J Mendez Brooks,F,Nonfiction,2017,non-fiction; autobiography; biography; biography,FALSE,TRUE,FALSE,TRUE
244,Crazy: A Father'S Search Through America'S Mental Health Madness ,Pete Earley,M,Nonfiction,2006,non-fiction; psychology; health; autobiography; mental-health,TRUE,FALSE,TRUE,FALSE
245,Cross Roads,Wm Paul Young,M,Fiction,2012,fiction; christian-fiction; christian; spirituality; religion,TRUE,FALSE,TRUE,FALSE
246,Cross The Line,James Patterson,M,Fiction,2016,mystery; fiction; thriller; mystery; thriller,TRUE,FALSE,TRUE,FALSE
247,Crossfire,Dick Francis and Felix Francis,MM,Fiction,2010,mystery; fiction; thriller; suspense; mystery,TRUE,FALSE,TRUE,FALSE
248,Cure,Robin Cook,M,Fiction,2010,fiction; thriller; medical; mystery,TRUE,FALSE,TRUE,FALSE
249,Damage Control,J A Jance,F,Fiction,2008,mystery; fiction,FALSE,TRUE,FALSE,TRUE
250,Damn Few,Rorke Denver and Ellis Henican,MM,Nonfiction,2013,war; non-fiction; biography; war; military,TRUE,FALSE,TRUE,FALSE
251,Dangerous Games,Danielle Steel,F,Fiction,2017,fiction; romance; mystery,FALSE,TRUE,FALSE,TRUE
252,Dark Storm,Christine Feehan,F,Fiction,2012,fantasy; romance; romance; paranormal,FALSE,TRUE,FALSE,TRUE
253,Darkmans,Nicola Barker,F,Fiction,2007,fiction; fantasy; literature; contemporary,FALSE,TRUE,FALSE,TRUE
254,Darwin'S Dangerous Idea: Evolution And The Meanings Of Life ,Daniel C. Dennett,M,Nonfiction,1995,science; philosophy; non-fiction; biology; science,TRUE,FALSE,TRUE,FALSE
255,Dead Heat,Patricia Briggs,F,Fiction,2015,fantasy; fantasy; fantasy; romance; shapeshifters,FALSE,TRUE,FALSE,TRUE
256,Dead In The Family,Charlaine Harris,F,Fiction,2010,fantasy; paranormal; fantasy; fantasy; romance,FALSE,TRUE,FALSE,TRUE
257,Dead Wake,Erik Larson,M,Nonfiction,2015,non-fiction; history; audiobook; historical; war,TRUE,FALSE,TRUE,FALSE
258,Dear Ijeawele,Chimamanda Ngozi Adichie,F,Nonfiction,2017,non-fiction; feminism; writing; audiobook; womens,FALSE,TRUE,FALSE,TRUE
259,Dear Life,Alice Munro,F,Fiction,2012,,FALSE,TRUE,FALSE,TRUE
260,Dear Madam President,Jennifer Palmieri,F,Nonfiction,2018,non-fiction; politics; feminism; autobiography; audiobook,FALSE,TRUE,FALSE,TRUE
261,Death And Honor,W E B Griffin and William E Butterworth IV,MM,Fiction,2008,war; fiction; historical; thriller,TRUE,FALSE,TRUE,FALSE
262,Death Angel,Linda Howard,F,Fiction,2008,romance; romance; suspense; contemporary; romance,FALSE,TRUE,FALSE,TRUE
263,Death On The D-List,Nancy Grace,F,Fiction,2010,mystery; fiction; suspense; thriller; mystery,FALSE,TRUE,FALSE,TRUE
264,Death'S Excellent Vacation,edited Charlaine Harris and Toni L P Kelner,MF,Fiction,2010,,FALSE,TRUE,FALSE,FALSE
265,Death'S Mistress,Terry Goodkind,M,Fiction,2017,fantasy; fiction,TRUE,FALSE,TRUE,FALSE
266,Decision Points,George W Bush,M,Nonfiction,2010,biography; non-fiction; politics; history; autobiography,TRUE,FALSE,TRUE,FALSE
267,Decoded,Jay-Z,M,Nonfiction,2010,non-fiction; music; biography; autobiography; poetry,TRUE,FALSE,TRUE,FALSE
268,Descent,Tim Johnston,M,Fiction,2015,fiction; mystery; thriller; suspense; thriller,TRUE,FALSE,TRUE,FALSE
269,Detroit,Charlie LeDuff,M,Nonfiction,2013,non-fiction; history; autobiography; politics; sociology,TRUE,FALSE,TRUE,FALSE
270,Devil May Care,Sebastian Faulks,M,Fiction,2008,fiction; thriller; spy-thriller,TRUE,FALSE,TRUE,FALSE
271,Dinner At The Homesick Restaurant ,Anne Tyler,F,Fiction,1982,fiction; contemporary; literary-fiction; novels; literature,FALSE,TRUE,FALSE,TRUE
272,Directorate S,Steve Coll,M,Nonfiction,2018,history; non-fiction; politics; war; cultural,TRUE,FALSE,TRUE,FALSE
273,Disgrace,J. M. Coetzee,M,Fiction,1999,fiction; cultural; southern-africa; literature; novels,TRUE,FALSE,TRUE,FALSE
274,Do Not Say We Have Nothing,Madeleine Thien,F,Fiction,2016,fiction; historical; cultural; cultural; historical,FALSE,TRUE,FALSE,TRUE
275,Dodge City,Tom Clavin,M,Nonfiction,2017,history; non-fiction; westerns; biography; north-american-history,TRUE,FALSE,TRUE,FALSE
276,Double Fudge Brownie Murder,Joanne Fluke,F,Fiction,2015,mystery; mystery; fiction,FALSE,TRUE,FALSE,TRUE
277,Down The Rabbit Hole,Holly Madison,F,Nonfiction,2015,non-fiction; autobiography; biography; audiobook; biography,FALSE,TRUE,FALSE,TRUE
278,Dreaming Spies,Laurie R King,F,Fiction,2015,mystery; historical; fiction; historical; mystery,FALSE,TRUE,FALSE,TRUE
279,Drinking And Tweeting,Brandi Glanville with Leslie Bruce,FF,Nonfiction,2013,,FALSE,TRUE,FALSE,TRUE
280,Drive,Daniel H Pink,M,Nonfiction,2009,non-fiction; business; psychology; leadership; self-help,TRUE,FALSE,TRUE,FALSE
281,"Ducks, Newburyport",Lucy Ellmann,F,Fiction,2019,,FALSE,TRUE,FALSE,TRUE
282,Earthly Powers,Anthony Burgess,M,Fiction,1980,fiction; classics; literature; novels,TRUE,FALSE,TRUE,FALSE
283,Educated,Tara Westover,F,Nonfiction,2018,,FALSE,TRUE,FALSE,TRUE
284,Eileen,Ottessa Moshfegh,F,Fiction,2015,fiction; mystery; thriller; literary-fiction; historical,FALSE,TRUE,FALSE,TRUE
285,Elmet,Fiona Mozley,F,Fiction,2017,fiction; literary-fiction; contemporary,FALSE,TRUE,FALSE,TRUE
286,Elon Musk,Ashlee Vance,F,Nonfiction,2015,biography; non-fiction; business; science; science,FALSE,TRUE,FALSE,TRUE
287,Empire Falls ,Richard Russo,M,Fiction,2001,fiction; contemporary; literary-fiction; novels; literature,TRUE,FALSE,TRUE,FALSE
288,Empires Of The Sea,Roger Crowley,M,Nonfiction,2008,history; non-fiction; war; military; history,TRUE,FALSE,TRUE,FALSE
289,Endangered,C J Box,M,Fiction,2015,mystery; fiction; thriller; suspense; westerns,TRUE,FALSE,TRUE,FALSE
290,Ending Up,Kingsley Amis,M,Fiction,1974,fiction; humor; humor; novels,TRUE,FALSE,TRUE,FALSE
291,English Passengers,Matthew Kneale,M,Fiction,2000,historical; fiction; cultural; historical,TRUE,FALSE,TRUE,FALSE
292,Enlightenment Now,Steven Pinker,MM,Nonfiction,2018,non-fiction; science; philosophy; history; psychology,TRUE,FALSE,TRUE,FALSE
293,Erasing Death,Sam Parnia with Josh Young,MM,Nonfiction,2013,science; non-fiction; health; death; medical,TRUE,FALSE,TRUE,FALSE
294,Escape,Carolyn Jessop,F,Nonfiction,2007,non-fiction; autobiography; biography; religion,FALSE,TRUE,FALSE,TRUE
295,Etched In Bone,Anne Bishop,F,Fiction,2017,fantasy; fantasy; fantasy; paranormal; romance,FALSE,TRUE,FALSE,TRUE
296,Europa,Tim Parks,M,Fiction,1997,fiction; cultural; contemporary; literature; literary-fiction,TRUE,FALSE,TRUE,FALSE
297,Eva Trout,Elizabeth Bowen,F,Fiction,1968,fiction; classics; cultural,FALSE,TRUE,FALSE,TRUE
298,Every Man For Himself,Beryl Bainbridge,F,Fiction,1996,historical; fiction; historical,FALSE,TRUE,FALSE,TRUE
299,Everything Happens For A Reason,Kate Bowler,F,Nonfiction,2018,non-fiction; autobiography; religion; biography; audiobook,FALSE,TRUE,FALSE,TRUE
300,Everything Under,Daisy Johnson,F,Fiction,2018,fiction; magical-realism; contemporary; literary-fiction,FALSE,TRUE,FALSE,TRUE
301,Evicted: Poverty And Profit In The American City ,Matthew Desmond[4],M,Nonfiction,2016,non-fiction; sociology; politics; social-movements; history,TRUE,FALSE,TRUE,FALSE
302,Executive Privilege,Phillip Margolin,M,Fiction,2008,mystery; fiction; thriller; suspense,TRUE,FALSE,TRUE,FALSE
303,Exit West,Mohsin Hamid,M,Fiction,2017,fiction; magical-realism; fantasy; contemporary; literary-fiction,TRUE,FALSE,TRUE,FALSE
304,Factfulness,Hans Rosling with Ola Rosling and Anna Rosling Ronnlund,MF,Nonfiction,2018,non-fiction; science; psychology; economics; history,TRUE,TRUE,FALSE,FALSE
305,Faith,Jimmy Carter,M,Nonfiction,2018,,TRUE,FALSE,TRUE,FALSE
306,Faith Of My Fathers,John McCain with Mark Salter,MM,Nonfiction,1999,biography; non-fiction; history; politics; autobiography,TRUE,FALSE,TRUE,FALSE
307,Faithful Place,Tana French,F,Fiction,2010,mystery; fiction; mystery; thriller; cultural,FALSE,TRUE,FALSE,TRUE
308,Fall; Or Dodge In Hell,Neal Stephenson,M,Fiction,2019,,TRUE,FALSE,TRUE,FALSE
309,Family Matters,Rohinton Mistry,M,Fiction,2001,fiction; cultural; asian-literature; cultural,TRUE,FALSE,TRUE,FALSE
310,Family Ties,Danielle Steel,F,Fiction,2010,romance; fiction,FALSE,TRUE,FALSE,TRUE
311,Fascism: A Warning,Madeleine Albright with Bill Woodward,FM,Nonfiction,2018,,TRUE,TRUE,FALSE,FALSE
312,"Fasting, Feasting",Anita Desai,F,Fiction,1999,fiction; cultural; asian-literature; literature; cultural,FALSE,TRUE,FALSE,TRUE
313,Fatal,John Lescroart,M,Fiction,2017,thriller; fiction; suspense; mystery,TRUE,FALSE,TRUE,FALSE
314,Feversong,Karen Marie Moning,F,Fiction,2017,fantasy; fantasy; fantasy; romance; romance,FALSE,TRUE,FALSE,TRUE
315,Fiasco: The American Military Adventure In Iraq ,Thomas E. Ricks,M,Nonfiction,2006,history; non-fiction; politics; war; war,TRUE,FALSE,TRUE,FALSE
316,Figures In A Landscape,Barry England,M,Fiction,1968,fiction; thriller; war,TRUE,FALSE,TRUE,FALSE
317,Fin-De-SiËcle Vienna: Politics And Culture ,Carl E. Schorske,M,Nonfiction,1979,history; non-fiction; art; politics; history,TRUE,FALSE,TRUE,FALSE
318,Fire And Blood,George RR Martin,M,Fiction,2018,fantasy; fiction; audiobook,TRUE,FALSE,TRUE,FALSE
319,Fire In The Lake: The Vietnamese And The Americans In Vietnam ,Frances FitzGerald,F,Nonfiction,1972,history; non-fiction; war; politics,FALSE,TRUE,FALSE,TRUE
320,First Frost,Sarah Addison Allen,F,Fiction,2015,fiction; magical-realism; fantasy; womens-fiction; romance,FALSE,TRUE,FALSE,TRUE
321,Flaubert'S Parrot,Julian Barnes,M,Fiction,1984,fiction; european-literature; literature; literary-fiction,TRUE,FALSE,TRUE,FALSE
322,Fleeced,Dick Morris and Eileen McGann,FM,Nonfiction,2008,politics; non-fiction; history; politics; economics,TRUE,TRUE,FALSE,FALSE
323,Flight Behavior,Barbara Kingsolver,F,Fiction,2012,fiction; literary-fiction; contemporary; environment; adult-fiction,FALSE,TRUE,FALSE,TRUE
324,For The Thrill Of It,Simon Baatz,M,Nonfiction,2008,crime; non-fiction; history; mystery; north-american-history,TRUE,FALSE,TRUE,FALSE
325,Foreign Affairs ,Alison Lurie,F,Fiction,1984,fiction,FALSE,TRUE,FALSE,TRUE
326,Foreign Influence,Brad Thor,M,Fiction,2010,fiction; thriller,TRUE,FALSE,TRUE,FALSE
327,Francona,Terry Francona and Dan Shaughnessy,MM,Nonfiction,2013,sports; sports; biography; non-fiction; autobiography,TRUE,FALSE,TRUE,FALSE
328,Frankenstein: Lost Souls,Dean Koontz,M,Fiction,2010,horror; sequential-art; fantasy; thriller; fiction,TRUE,FALSE,TRUE,FALSE
329,Freakonomics,Steven D Levitt and Stephen J Dubner,MF,Nonfiction,2005,non-fiction; economics; business; science; psychology,TRUE,TRUE,FALSE,FALSE
330,Frozen Heat,Richard Castle,M,Fiction,2012,mystery; fiction; mystery; thriller,TRUE,FALSE,TRUE,FALSE
331,Funny Girl,Nick Hornby,M,Fiction,2014,fiction; historical; humor; audiobook; european-literature,TRUE,FALSE,TRUE,FALSE
332,Future,Al Gore,M,Nonfiction,2013,non-fiction; politics; science; environment; economics,TRUE,FALSE,TRUE,FALSE
333,G.,John Berger,M,Fiction,1972,fiction,TRUE,FALSE,TRUE,FALSE
334,Gandhi And Churchill: The Epic Rivalry That Destroyed An Empire And Forged Our Age ,Arthur L. Herman,M,Nonfiction,2008,history; biography; non-fiction; cultural; politics,TRUE,FALSE,TRUE,FALSE
335,Get In Trouble: Stories ,Kelly Link,F,Fiction,2015,short-stories; fantasy; fiction; magical-realism; horror,FALSE,TRUE,FALSE,TRUE
336,"Ghost Wars: The Secret History Of The Cia, Afghanistan, And Bin Laden, From The Soviet Invasion To September 10, 2001 ",Steve Coll,M,Nonfiction,2004,history; non-fiction; politics; war; war,TRUE,FALSE,TRUE,FALSE
337,Give And Take,Adam Grant,M,Nonfiction,2013,business; non-fiction; psychology; self-help; leadership,TRUE,FALSE,TRUE,FALSE
338,Going Clear,Lawrence Wright,M,Nonfiction,2013,non-fiction; religion; history; audiobook; religion,TRUE,FALSE,TRUE,FALSE
339,Gone Girl,Gillian Flynn,F,Fiction,2012,fiction; mystery; thriller; mystery,FALSE,TRUE,FALSE,TRUE
340,"Goodbye, Darkness: A Memoir Of The Pacific War ",William Manchester,M,Nonfiction,1980,history; non-fiction; war; biography; war,TRUE,FALSE,TRUE,FALSE
341,Goshawk Squadron,Derek Robinson,M,Fiction,1971,historical; fiction; aviation; war; war,TRUE,FALSE,TRUE,FALSE
342,Grace Notes,Bernard MacLaverty,M,Fiction,1997,fiction; cultural; music; european-literature; literary-fiction,TRUE,FALSE,TRUE,FALSE
343,Grant,Ron Chernow,M,Nonfiction,2017,history; biography; non-fiction; military-history; north-american-history,TRUE,FALSE,TRUE,FALSE
344,Gray Mountain,John Grisham,M,Fiction,2014,fiction; mystery; thriller; thriller,TRUE,FALSE,TRUE,FALSE
345,Great Deformation,David Stockman,M,Nonfiction,2013,politics; non-fiction; economics; business; history,TRUE,FALSE,TRUE,FALSE
346,Gulag: A History ,Anne Applebaum,F,Nonfiction,2003,history; non-fiction; cultural; history; politics,FALSE,TRUE,FALSE,TRUE
347,Gulp,Mary Roach,F,Nonfiction,2013,non-fiction; science; humor; audiobook; food-and-drink,FALSE,TRUE,FALSE,TRUE
348,Gumption,Nick Offerman,M,Nonfiction,2015,non-fiction; humor; history; audiobook; biography,TRUE,FALSE,TRUE,FALSE
349,Gunmetal Gray,Mark Greaney,M,Fiction,2017,thriller; fiction; action,TRUE,FALSE,TRUE,FALSE
350,H Is For Hawk,Helen Macdonald,F,Nonfiction,2014,non-fiction; autobiography; environment; biography; animals,FALSE,TRUE,FALSE,TRUE
351,Half-Blood Blues,Esi Edugyan,F,Fiction,2011,fiction; historical; cultural; music; war,FALSE,TRUE,FALSE,TRUE
352,Hallelujah Anyway,Anne Lamott,F,Nonfiction,2017,non-fiction; spirituality; autobiography; religion; religion,FALSE,TRUE,FALSE,TRUE
353,Hangman,Faye Kellerman,F,Fiction,2010,mystery; fiction; thriller; mystery; suspense,FALSE,TRUE,FALSE,TRUE
354,Happily Ali After,Ali Wentworth,F,Nonfiction,2015,non-fiction; humor; audiobook; autobiography; biography-memoir,FALSE,TRUE,FALSE,TRUE
355,Harvest,Jim Crace,M,Fiction,2013,fiction; womens-fiction; contemporary; romance,TRUE,FALSE,TRUE,FALSE
356,Havana Nocturne,T J English,M,Nonfiction,2007,history; non-fiction; crime; mystery; politics,TRUE,FALSE,TRUE,FALSE
357,Heart Berries,Terese Marie Mailhot,F,Nonfiction,2018,autobiography; non-fiction; feminism; biography,FALSE,TRUE,FALSE,TRUE
358,Heartbreak Hotel,Jonathan Kellerman,M,Fiction,2017,mystery; fiction; thriller,TRUE,FALSE,TRUE,FALSE
359,Heat And Dust,Ruth Prawer Jhabvala,F,Fiction,1975,fiction; cultural; historical,FALSE,TRUE,FALSE,TRUE
360,Hidden Figures,Margot Lee Shetterly,F,Nonfiction,2016,non-fiction; history; science; biography; feminism,FALSE,TRUE,FALSE,TRUE
361,Hirohito And The Making Of Modern Japan ,Herbert P. Bix,M,Nonfiction,2000,history; cultural; non-fiction; biography; history,TRUE,FALSE,TRUE,FALSE
362,His Bloody Project,Graeme Macrae Burnet,M,Fiction,2015,historical; fiction; mystery; mystery; historical,TRUE,FALSE,TRUE,FALSE
363,History Of Wolves,Emily Fridlund,F,Fiction,2017,fiction; contemporary; literary-fiction; young-adult; young-adult,FALSE,TRUE,FALSE,TRUE
